Id	Name	Position	Salary
2570	Ангелина Королева	консультант	95000
2571	Роман Овчинников	разработчик	83000
2572	Александр Чернов	помощник	84000
2573	Ирина Зайцева	консультант	34000
2574	Николай Андреев	менеджер	78000
2575	Елена Константинова	планировщик	99000
2576	Григорий Козлов	разработчик	23000
2577	Варвара Федотова	архитектор	66000
2578	София Белозерова	разработчик	92000
2579	Ксения Дорофеева	специалист	52000
2580	Ксения Силина	администратор	29000
2581	Сергей Фролов	разработчик	33000
2582	Арсений Дементьев	аналитик	25000
2583	Матвей Нестеров	инженер	46000
2584	Игорь Назаров	руководитель	60000
2585	Василиса Воронова	администратор	74000
2586	Денис Матвеев	консультант	41000
2587	Валентин Силин	инженер	33000
2588	Вера Романова	сотрудник	99000
2589	Макар Сазонов	координатор	67000
2590	Елизавета Князева	специалист	30000
2591	Клавдия Терентьева	руководитель	98000
2592	Степан Тихонов	координатор	75000
2593	Ирина Русакова	планировщик	51000
2594	Станислав Ситников	руководитель	58000
2595	Вера Муравьева	менеджер	88000
2596	Марина Рожкова	инженер	86000
2597	Антон Шестаков	планировщик	46000
2598	Никита Симонов	разработчик	28000
2599	Анжела Лазарева	консультант	76000
2600	Жанна Чернова	менеджер	92000
2601	Владислав Панфилов	координатор	78000
2602	Василиса Лукина	консультант	21000
2603	Валентин Кулагин	менеджер	43000
2604	Виталий Веселов	администратор	48000
2605	Людмила Логинова	руководитель	93000
2606	Людмила Новикова	агент	32000
2607	Антонина Владимирова	руководитель	85000
2608	Юрий Степанов	руководитель	78000
2609	Вадим Агафонов	инженер	51000
2610	Денис Носов	координатор	74000
2611	Варвара Брагина	планировщик	37000
